label,title
0,3921 46 3922 5 2 380 76 3923 3924 1683 2461
0,183 305 460 62 187 1428 1 338 215 3925 27 3
0,2462 1664 829 63 176 4 8 2463 303 37
0,1 2464 4 793 519 9 2465 1450
0,1 9 656 5 36 40 547 105
0,22 3926 356 2109 1090 3 20 213 1152 742
0,364 247 39 16 136 1849 92 2466 1094 121 45 66 77 2467 3927
0,3928 3929 1829 277 36 207 2 105 3
0,250 3930 3931 92 45 66 77 2 251 6
1,1 2382 245 2468 640 2 685 80 3932 863
1,4 2469 1243 1244 220 770 481
1,1 2470 576 3933 1170 3934 155 95 80 518
1,1 3935 1662 369 3936 965 2471 19
1,10 640 95 237 1
0,216 171 1184 46 1850 3937 1404 1186 161
0,1 1851 262 76 825
0,1 8 10 3938 97 226 349 2472 1601 150 2 3939 3940
0,3941 726 11 734 1852 1 29 1207 42
0,17 3942 13 2473 3943
1,72 721 73 72 5 73 74 22 2474 20 124 3944 74 3945 3946 3
1,4 39 1037 281 1011 3947
1,3948 2475 3949
1,91 3950 126 134 2 3951 77 1853 220 3
1,22 4 39 20 1475 2476 54 3952 463 487 1849
1,195 101 110 245 3953 1613 3 9 983 1366 3
1,5 374 7 3954 567 166 1813 79 2120 4
1,1 204 848 69 10 53 96
1,3955 1245 573 1 112 51 3956 16 318 1437 224
1,1 572 54 71 274 135 3957 2477 16
0,1 92 3958 2478 19 3959 434 16 2 3960 3961 3962 230
0,1 317 321 141 629 393 12 14 57
0,55 158 5 2068 2069 584
0,1105 121 355 209 111 37
0,76 2479 4 6
0,70 200 26 883 1246 294 2323 26 517
0,899 3963 56 1086 11 67
0,1 3964 16 136 3965 198 2480 1854 463 47
0,583 4 39 1849 2481 3966 2466 1504 121 2 925 120 122
0,1 335 46 3967
0,10 36 497 2 1855 1856 1 66 2 246 2482 2483 3968
0,3969 217 63 3970 8 3971 2 3972 1 57 1848
0,1 32 171 1138 605 522 1038 328 11 3973
0,1 2076 1505 756 350 354 2484 1614 1025
0,91 47 3974 22 115 20 22 3975 20 1738 22 115 20 2485
1,1202 107 3976 88 92 1 655 685 18 3977
1,110 1679 360 4 3978 2 37 102 6
1,447 265 2 3979 1 59 2 87 409
1,585 208 102 3980 115 67 5 33 225 2486 390 6
1,1 89 17 1424 228 545 2 312 3981 784 3982
0,30 900 264 1506 10 80 1
0,55 198 1582 1 29 40 476 3983 186
0,1 8 30 7 297 1573 43 264 1506
0,533 3984 647 9 4 3985 136 191 1067 3
0,109 7 26 441 179 13 12 3986 571
1,1 9 756 163 1 59 1605 377 148 1498 1775 43 1022 1857 125 27 3
1,1 9 50 48 31 3987 3988 247 39 16 250 2487 174
1,50 48 31 1 3989 3990 16 254 18
1,2488 1018 1 1039 17 1040 10 13 156 454 83 3 116 277 40 1461 18 11 19 17 500 2489 3 64 110 3991 6 275 3
1,50 48 31 1 29 686 174 1247 482 303 43 27 27
1,91 7 2236 5 435 3
1,1 407 2455 318 27 27 3992 2490 422 1006 319 3993 3994 607
1,660 7 1 1080 199 149 1132 17 208 228 1507
1,1607 2167 3995 83 1 9 2491 58 1853 771 42 3
1,1 232 50 48 7 8 3996 1505 3997 350
1,179 2 1 952 474 3998 770 481 2 901 17 3999 228 2432 415 4000 43 3
1,198 11 87 1 98 1858
1,503 4001 635 5 40
1,1 1393 2492 2493 218 9 952 1248 2378
1,1689 94 62 55 80 2 1 9 2278 243 3
1,247 39 16 281 1656 301 46 2 252 174
1,1 4002 17 1859 228 4003 4004 1151 218 9 71 902 1508 148
1,1 29 1743 155 1248 125 422 24 29 135 69 366 1853 367 4005
1,4006 484 461 764 17 4007 1860 330 168 157 706 4008 2494 9 4
1,411 131 5 3 4009 162 3 197 278 3
1,659 4 1023 1075 1233 312 10 53 688
1,78 1593 41 30 67
1,108 215 2152 11 19 24 1861 1509 645 78 348 5 681 3
1,989 771 1510 168 940 1089 1160 58 3
1,61 1 338 7 1809 8 63 13 156 8 4010 4011 4012
0,130 1747 1 4013 566 377 862 4014
0,1 44 4015 116 1656 261 2495 1 2496 163 1696 2 1 19 694 134 3
0,306 7 229 213 623 22 408 408 20 284 224 3
0,1 530 326 627 115 96 2 547 317 292 113 351 111 2047 1565
0,1 1249 522 1 29 117 5 938 881 1490 4016
1,1 1002 127 230 19
1,1862 171 221 281 1 1863 161 4 39 4017 903
1,4018 173 2148 1 29 805 4019 29 319
1,1 271 2497 148 2 31 129 101 4020 4021 4022
1,1 205 1781 119 206 335 47 4023 1014 2498
1,61 1 338 7 772 2499 1223 2350 1 8 1097 80
1,390 7 1 988 198 1864 68 87 1 98 115
1,2500 4 28 24 1
1,1 46 10 263 68 2501 4 28 2502 2105
1,4 39 1240 392 17 1040 1294 17 4024 786 2 785 84
0,1 9 47 41 1639 17 757 141 1041 2503 97 16 492 2504 4025 97 582
0,1438 617 63 4026 2505 8 240 4
0,1 74 10 147 10 18 175 2 805 1865 2506 9 18 3
0,1 54 5 2441 1015 374 203 233 52
0,1 221 387 19 528 4027 96
0,1 941 205 1744 83 45 66 124 2233 56
0,2507 2 10 1201 38 4028 1 1712 2083 4029 495 147
0,4 28 85 244 4030 72 237 73
0,1 8 10 722 7 660 123 279 4031
0,1 539 1792 21 175
0,55 622 456 4
0,1 988 10 13 2 13 12 2 1866 13 156 115
0,1 547 491 4032 4 211 528
0,1 2508 449 429 68 177 3
0,85 1867 53 79 108 1042 44 5 9 533 550 3
1,251 62 4033 215 115 201 5 28
1,341 110 1341 173 1 6
1,452 369 77 7 251 6
1,191 137 5 18 25 4 11 19 524 23
1,78 104 160 114 1641 132 1042 165 6
0,125 186 564 913 84 4034 1615 1 41 34 517 2 61 1152 213 67
0,89 7 50 48 518 1248 4035 4036 1599 1 8 722 2 2509 1 29
0,412 1 1135 7 197 1502 2510 11 93 429 4037 1160 21 12 5 18 257 14 3
0,104 153 1 29 818 667 6
0,5 33 7 21 160 526 68 25 4038 23
0,476 2095 1814 10 22 61 1 20
0,2511 8 10 1 29 936 590 4039 4040
0,96 4 392 17 1376 167 45 164 83
0,1 9 47 641 55 622 4 7 47 200 26 312
0,1 547 46 63 61 1 8 802 113 4041 19 951 72 2295 73
0,109 7 263 83 22 1103 2 79 693 932 20 25 359 707 23 434 68 2 94 26 3 51 4042 16 1345 106 272 57 1868 4043 24 21 16 99 68 249 309 154 727 119 4044 4045 3
0,320 4046 195 1 30
0,1 751 4047 4048 16 287 4049 131 57
0,1 2 671 1250 1043 415 68 121 11 4050 90 459 383 289 696 114 1511 4051 3
0,695 788 642 2 4 211 209 10 264 1506 683
0,1 29 824 4052 4053 1599 10 740 853 415 710 4054
0,1 651 2512 25 4055 23 1431 1400 10 571 2513 2512 25 4056 23
0,1 491 518 904 97 329 4
0,1 46 11 681 4057 363 220 918 1869 1044
0,2514 1206 680 1153 1719 1720
1,2443 8 10 2515 42 92 1 114 670 1001 21 24 733
1,4058 4059 831 17 4060 4061 123 1070 62 1 29
1,4062 8 1200 1402 1870 18
1,1 54 10 905 52 30
1,1 98 761 124 77 2516 2 309 4063 280 654
0,1 219 351 111 115 292 262 4064
0,89 7 4 39 42 45 66 970 164 56 1653 386 362
0,1871 102 46 4 28 4065 4066 38 128 451
0,1251 269 2 915 30 308 387 17 4067 3
0,697 7 114 847 431 47 55 622 2 64 6
1,216 484 10 4068 2 4069 107 2258 88 619 773 624 4070
1,10 1 22 11 681 894 20 512 334 67
1,306 24 2517 1828 124 4071 597 823 265 242 2 265 2 774 145 3
1,70 119 5 2179 6 2518 2519 233 766
1,109 7 263 559 4072 16 2 200 26 434 2 249 70 3 326 22 735 434 20 124 106 25 4073 354 623 134 23 2 314 442 655 92 3
0,1 276 105 2 4074 2 4075 512 22 11 681 894 20 178 2331 4076 863 3
0,1 2520 10 18 318 4077 256 115 351 111
0,5 306 7 285 231 180 76 2521 4078 1483 340 206 25 4079 962 76 23 2 51 121 2522 768 206 99 26 906 839 121 1045 3
0,1 476 314 1844 1104 273 27 8 688 115 890
0,632 104 1157 115 1032 6
1,1 378 47 398 4080 55 198
1,1 1872 321 101 1046 22 47 1205 20 61
1,115 292 2 78 104 123 4081 834 31 22 4082 108 26 38 1873 20 314 761 284
1,100 959 11 19 209 17 897 228
1,4083 1016 4084 2517 806 857 56 157 11 2523
1,50 48 9 731 169 1047 421 9 1588 1660 4085
1,116 9 4086 3 64 1387 833 968 26 74 4087 115 6
1,91 1 184 1227
1,91 13 45 66 168 532 57 714 67
1,71 115 96 4088 221 231 4089 2524 226
0,4090 1512 115 8 1874 4091 7 22 26 187 40 2525 2 876 609 3 20
0,491
0,1 19 90 256 10 650 21 12 302 115 96 292
0,115 96 248 113 458
0,341 51 1 59 6
1,1511 173 613 647 5 33 2 283 530 236 1601 58
1,437 1 456 115 61 15
1,5 33 24 166 226 4092
1,280 134 1197 56 1875
1,1875 116 823 1690 40 579 119 3
1,100 300 4 9 1513 161 87 5 33 3
1,303 10 5 33 503 42 117 289
1,220 207 277 4093 541 2 221 903 805 762 40
1,160 1021 636 206 64 217 365 75 316 431
1,2526 2527 69 4094 363 11 19 708 38 311 274
0,181 1 333 101 186 26 187 4095 1876
0,514 4096 1877 4097 1209 1 169 366 264 16 1241 97
0,1 41 449 744 90 618 2 115 96 2 1194 191 154
0,64 771 1 283 1005 76 229 344 22 344 20 368 76 290 1514 2 108 62 22 2461 20 368 3
0,689 42 190 115 3 381 1 15
0,11 19 1009 100 51 396 825 575 11 885 3 1120 2528 1878 3
0,147 12 1141 3 4098 147 12 867 4099 2366 2529 392 4100 17 3
0,30 283 1372 1 98 604 687 33
0,5 33 116 1879 859 8 1880 331 692 506 1209
0,342 7 1 4101 57 2 326 47 124 31 22 1226 30 20 1881 272 15
0,30 319 81 102 70 4102 346 4103
0,1882 191 18 257 125 494 27 3
0,733 7 21 12 892 159
0,159 7 1883 21 12 107 12 88 541 2530 12 373
0,320 1883 21 159 2 1117 675 1235 713
0,50 48 219 1 9 478 4104 2531 2532 1168
0,71 583 4 39 332 250 571
0,5 33 203 399 47 2533 15
0,536 537 7 96 21 12
0,688 1430 442 4
0,47 813 142
0,1 343 219 10 4 84 1624 120 122
0,100 403 1405 1 8 845 473 373 7 22 4105 93 3 20
0,1883 21 606 484 4106 1884 84 2 4107 1834 65
0,119 10 318 2 1 146 470 698 765 83 1885 75 4108
1,215 4109 4110 438 2534 119 1885 83 1593 9 4111 3 1103 618
1,1 2535 223 1397 3 1048 4112 1742 810 41 4113 47 774
1,1 74 18 529 2536 3
1,511 1515 7 50 48 1758 421 2 152 2 1306 129 101
1,1874 332 1 287 176 70 1401 6
0,50 48 154 1361 461
0,10 21 4114
0,4115 2537 1 1049 44 5 33 74 1886 4116 80 4117
0,1033 1860 4118 613 859 27 2 1150 1 65
0,4119 372 65 371 4120 2 1725 4121 3
1,2538 232 375 1 59 8 4122 756 163 1887 2539
1,2540 1 855 380 11 8 116 307 1377 2541 150
1,36 220 207 182 699 7 869 123 1008 8 187
1,1362 112 4123 1516 1456 300 461 738 1 609 53
1,1 19 1050 1604 4 34 200 26 1252 2 663 199 10 37 17 1420 163 578 3 154 6
0,1 9 50 48 1297 1454 421 1589 1888 149 918
0,9 4124 725 559 139 495 822 55 495 3
0,1 221 378 4125 40 82 21 12 9
0,487 4126 7 279 2396 1494 2542 2476
0,1 32 1082 1005 17 1517 1051 356 234
1,2543 1889 1642 128 298 4 28 2544 136 10 2543 111
1,894 1518 2354 2355 4127 1452 861 102 101
1,1 9 30 4128 4129 1799
1,4 28 377 1843 377 1
1,1052 4130 17 4131 1519 53 1858 610
0,1 219 174 1 29 1095 1493 936 44 4132 447 3
0,1 54 5 33 60 69 100
0,1740 2545 31 129 101 831 4 1707 1890 275 169 4133 1410 275 223 4134 58 1216 64 4135 118 4136
0,1 4137 11 19 4138 775 2 403 588 63 1406 993 8 40
0,1 9 1764 158 879 2546 2478 5 33 4139 816
1,1 241 4140 40 11 19
1,2547 9 10 1 19 123 62 13 3
1,8 1042 165 106 4 2 92 389 5 33 60 69
1,1016 2548 47 2485 591 9 273 15
1,768 236 1840 5 33 15
0,1 8 380 2549 473 55 8
0,2435 21 12 11 413 738 181 1891 32 4141 432 4142 11 676 565 4143 1336 2 525 833 15
0,4144 1892 2122 1637 40 92 1509 380 231 72 68 73
0,133 26 187 7 1893 825 2 10 825 100 41 93 5 33 3
0,2550 4145 24 238 735 26 92 180 1 59 1857 1571 3
0,1 54 71 5 33 293 60 4 21
0,5 33 7 239 399 279 166 226 2 8 432 239 2 2551 4146 58 3 6
0,1 9 50 48 31 1894 1458 51 4147 710 743 81 102
0,364 689 5 33 42 7
0,1 1520 821 449 1 32 86 102 356 61
1,464 38 56 1832 1 9 10 1053 648
1,1472 43 230 57 234 272 18 2 31 683 4148 69 43 18 230
1,4 39 302 516 311 4149 259 872 419
1,1 8 63 2552 40 8 189 1148 183
1,9 899 503 4150 1 158 5 33
0,668 2465 1032 4 15
0,35 27 268 2 395 37 145 144 4 1686 145 2553 3
0,109 7 1 4151 1690 4152 2 2361 44 4153 373 25 5 33 23
0,5 33 4154 725 3
0,220 207 125 36 54 1193 44 762 40
0,408 4155 7 1 1460 1084 167 45 1001 2084 588 5 33 3
0,1 7 100 44 1053 63 4156 8
0,22 4157 2554 20 144 1053
0,72 138 140 73 30 77 308 105 69 95 794
0,144 380 2555 24 94 429 1008 3
0,467 7 4 39 42 900 4158 2111 633 2 45 66 56
0,1 171 901 759 2556 4159 164 281 552 4 346
0,138 106 931 96
0,1 1232 4160 4161 71 638 19 2557
0,4162 4163 71 4 129 101 456 6 250 37 118 250 155 4 4164 6
1,585 4165 151 82 629 4166 361
1,4167 1 29 6
1,345 5 33 1673 67 3
1,473 489 103 991
1,160 4168 882 1695 1515 1054 1 638 19 15
0,170 44 1895 242 1253
0,143 349 4169 932 161 96 53 4170 4171
0,1 171 2558 324 10 4 84 49 2 164 83
0,989 62 4172 697 152 4173
0,4 39 1896 991 302 2 1 205 1781 1002 117 18
1,1 1240 404 902 1508 148 743 86 102
1,2310 1499 4 416 10 65 190
1,265 5 33 93 719 598 3 326 150 124 2 441 1847 3
1,4174 1313 7 1789 108 146 24 307
1,266 9 52 2 361 4175 2 4176 961 3 1048 844 1521 3
1,215 1897 168 958 507 561 40 4177 358 967 25 9 507 504 23 251 1612 1567 3
1,1 1352 505 60 5 33 100
1,155 635 36 344 377 705
1,64 4178 5 2559 296 524 776 364 527 206 62 76
1,10 47 774 5 33 94 771 3
1,337 4179 357 5 33 617 4180 270 165
1,26 22 539 20 270 165 5 33 2163 906 34 142 164 83 360 698 360 430 4181 6 631 1205 2 417 193 51 698 360 698 678 948 987 4182 907 3 313 26 94 906 34 142 6
1,47 168 337 622 1431 149 2 740 219 1 204 292 3
1,1 460 498 4183 56 5 33
1,1578 65 1464 221 442 1 1055 352 2 2560 8 647 414 4184 3 1050 2315 4185 2 4186 2 832 3
0,1 217 2538 756 194 11 19 2 127 19 1 32
0,4187 2 77 918 174 212 4188 15 25 105 352 23
0,61 18 175 1376 95 202
0,1 54 395 5 33 293 60 60 518 447
0,200 26 1729 1385 4 2 4189 586 2 62 2561 358 6 542 556 2 19 76 2 704 444 2 213 110 2 2437 3
1,2562 129 101 442 1740 2545
1,1 420 1121 1349 112 1647 2 233 439 1254 2344 4190
1,94 160 1 144 4191 156 2563 3
1,4192 142 7 4 4193 190 90
1,1 4194 2564 1147 11 214 21 5 33 6
1,1206 24 2514 1493
1,4195 1191 16 393 464 38 4196 1 9 2292 13 12
1,4197 76 129 101 4198 352 128 1578 65 1464
1,1118 7 22 79 1898 1118 28 18 2 2451 2 1794 44 1852 2438 62 361 81 61 20
1,4 170 11 314 56 368 2565 22 996 20 56 3 370 2 1414 684 1895 286 56 3
1,1 699 10 365 87 290 27
1,1 1770 41 21 1134 155 4199 4200
1,1899 2566 19 136 4201 4202 44 1 59
1,1 4203 4204 189 148 2567 914 9 6
1,9 4205 1 673 6
1,1 234 667 4 211
1,4206 317 9 87 4
1,1363 5 1086 11
1,536 537 7 1 9 2101 4207 2568 75 4
1,1 807 450 10 96 13 12
1,199 1 1255 1056 22 442 20 206 6 15
1,4208 1900 7 164 4 39 1057 38 2569 761 4209 2 4210 17 1901
1,596 2509 25 726 23 2 1 694 431 80 610 1083 84 105 25 341 442 1902 1341 23 2 9 933 77 1392 2362 4211 690 313 26 1902 254 80 3
1,4 4212 829 4213 37 4214 1333
1,1 54 5 4215 374 203 233 1085
0,342 7 52 18 4216 652 552 330 108 311 304
0,1229 4217 4218 148 218
0,293 163 672 7 439 2452 40 5
0,1 530 209 243 2570 956 4219 728 4220 4221 777 74 37 1256 1257 40 82 4222 2571 917 4223 3
0,289 139 441 1 4224 1522 728 1254 300 621 227
1,127 1634 1903 220 4225 83 230 35 15
1,1 158 178 1053 67 254 2 154 6
1,167 45 1736 4226 42 4 333 2 8 188 114 51 37 172 3 761 167 45 42 8 662 6
1,51 480 873 177 237 2 899
1,1 205 4227 1487 1058 182 4
1,1904 14 47 2572 95
1,1 54 5 33 60 151 100
1,1323 10 250 4 39 24 56 123 108 146 15
1,70 840 202 18 257 14 4228 68 16
1,4229 24 1905 1 2501 1904 471
1,2573 317 932 1448 4230 52 354
1,153 199 4231 699
1,5 33 2183 4 283 4232 4233 1258
1,741 42 126 286 56 77 1875 4234 3 381 1 15 4235
1,118 470 1169 122 77 259 13 12
1,1 4236 468 1045 71 4237 144 4
1,2284 253 371 405 4 211
1,1 8 1346 1412 270 620 2 31 1259 1205 972 973
1,1 1711 1260 1225 74 1235 2574 6
1,421 375 50 48 4238 1 685 324 63 339 8 363 1132 4239
0,1358 4240 2 1 219 313 26 2575 2 173 538 150 97 152
0,1 588 222 826 222 4241 263
0,1 9 50 48 4242 1454 421 9 837 2404 4243
0,1103 496 4244 2 2215 4245 68 138 51 1053 8 750
0,746 547 317 10 17 4246 1261 1023 4247 2 302 609 4248 101
0,1 171 901 759 17 4249 164 281 552 2556 1750 4 56
0,344 1 638 19
0,61 1 338 7 1 1249 148 559 45 66
0,4250 195 3 894 3
0,222 175 586 1 9 387 19 397 4251 4252
0,152 8 905 484 2576 488 4253 4
0,659 55 2577 4254 4255 1255 1 4 28 85 121 2 31 131 2502 27 559
0,342 7 1146 801 1379 340 685 1146 652 5
0,869 1698 1 19 489 21 892 4256 67
0,5 33 116 289 1523 234 1906 3
1,1385 1 9 263 112 39 2 2507
1,4257 110 16 26 79 621 1257 163 2 375 4258 150 4259
1,5 35 299 4260 43 2578
1,5 33 4261 134 533 123 1891 7 22 617 4 12 20
1,11 472 166
0,1 1247 30 281 691 2 70 1907 1580 570
0,1 29 174 500 43 201 125 27
0,55 640 11 196 44 1476 1059
0,1 89 4262 96 535 7 17 4263 1175 17 4264 553 2 4265 53 2 21 174 2579 43 125 422
0,1 297 1244 220 1150 2580 1908 17 208 902 148
0,1 29 2581 748 494 141 1060 201 817 669
0,4 4266 4267 56 114 515 631
0,66 133 6
0,78 104 432 1262 1 730 4268 6
0,950 382 4 6
1,4269 4270 776 839 2582 4271 4272 4273 4274 2583 3 72 1350 4275 73
1,1 144 108 275 2584 1909 201 4 999
1,152 905 554 4 39 112 616 353 68 804 2082 1228 1504 121
1,336 250 1093 4276
1,143 1910 28 164 552 314 691 1 9 247 39 2 16 89 31
1,746 2577 31 63 748 4 39 2345 8 10 2585 1524 133 548 571
1,1 29 135 69 41 364 17 897 1183 2 1139 17 1421
1,1 506 967 173 4277 4 16 76 57 556 218
1,1 54 5 33 60 111 100
1,2207 177 68 4278 2583 4279 2 943 4280
1,396 4281 11 5 615 270 165 206 1236 1815
1,1 212 411 696 265 1058 280 5 33 60 111
1,1 1243 1244 220 17 4282 319 2586 17 4283 228
1,247 39 16 1263 1037 281 4284 2 46 1911 247 28 2 16 190 137 357
1,1 70 717 4285 320 1525 260 20 13 12 450 10 260 20 2587 4286 397 656 777 3
1,4 39 114 283 1912 126 8 778
1,1 2227 171 4287 157 1129 234 10 17 111 228 1392
1,4288 4289 7 10 13 12 9 132 2588 3
1,1 8 1436 117 2589 260 43 2 707 870 4 681 1305
1,2590 7 110 2591 293 1123 68 1 420 387
0,2246 1 320 1811 2 22 573 1098 20 4290 77 169 1644 3 806 1 27 268 2 94 856 193 201
0,1 4291 1030 42 530 4 9 2592 579 4292 980
0,4293 7 1896 991 725 1334 22 234 1434 20
0,1 29 4294 41 17 2593 1183 2 1139 17 4295 1526
0,4296 4297 44 1049 15
1,1014 2 4298 546 2594 127 1327 24 2117 118 1173 1890 546 155 38 1137 37 584 2244
1,526 2 4299 10 4 39 64 123 62 3 84 463 426 225 2595 4300 556 136 3
1,1 59 114 46 1913 320 75 102
1,1000 7 106 83 2596 389 25 7 1016 4301 1262 924 23
1,100 246 1026 118 378 747 2594 789 1327 3 4302 3
1,55 901 1 228 486 27 1174 635 282 611 4
1,170 9 1226 42 4303 42 215 750 11 3 348 707 42 1 32 6
1,91 963 4304 11 5 33 2 283 90 77 202 1845 150 56 3
1,1 1352 4305 60 5 33 100
1,183 45 134 1914 168 1527
1,4306 2406 472 353 1237 4307
1,10 5 33 42 7 1716 1024 386 362 1253
1,1899 4308 10 1201 4309 2597 839
1,1 9 1528 96 13 174 379 2409 784 1161 422
1,453 1 173 4310 2 1 1901 17 486 173 3
0,1 229 2123 2598 17 4311 4312 2470 274 401 75 27
0,72 109 73 5 33 60 111 1184 4313 83 1359 133 305 8 176
0,4 28 4314 218 9 522 519 84 351 422
0,118 164 4 678 1228 851 3
0,4 172 150 124 526
0,50 48 9 731 169 7 4315
0,1 953 1 59 44 287 2599 678 4316 117 210 99 744 447 3
0,5 33 63 1915 124 8 2600 1024 45 66
0,1412 13 9 22 608 3 27 256 20 22 18 3 254 20 883 1 145 4 39 2 22 209 3 625 3 20
0,4317 4318 4319 600 4 39 1848 76
0,107 580 88 2474 337 2601 286 6
0,285 231 830 449 4320 1 9 1256 4321 1466 3 26 3
0,94 160 1257 40 62 206 266 1916 64 1061 524 776 1220 707 92 76 776 3
0,50 48 797 65 191 3 920 6
0,1 1602 5 33 21 10 237 135
0,1 59 1003 748 1022 4322 770 481 397 4323 2602 4324 238
0,149 1052 4325 206 1038 1490
0,74 4 635 1056 10 555 22 267 20 22 150 20
0,216 615 2603 1019 1404 1186 448
0,1 54 5 33 100 60 28
1,188 1 4326 18 11 19 6
1,68 11 714 787 45 4327 4 39 246 743 5 33 60
1,4 9 32 11 2604 4328 779 51 3
1,467 7 1 256 350 167 1820 182 69 27
1,1 441 258 1596 60 5 33 4 39 1132 37 403 6 595 5 4329 6 94 1824 93 349 1035 3
1,247 39 16 204 190 1476 2 1819 2 2287 325 691 2 1369 388
1,2605 5 1483 579 97 4330 148 189 579 979
1,89 7 1523 390 2606 1 4 39 113 501 229 301 86
1,4331 813 4332 1843 1 68 177 9 2607
1,707 1234 11 671 426 38 2 94 160 1086 11 64 92 426 1917 1208 3
0,1 171 848 17 1040 184 10 4
0,5 33 2 106 1643 55 210 524 776 442 3
0,220 207 2 4333 502 1675 1408 328 996 106
0,4334 2605 8 2608 877
0,2064 4 385 249 4335 4 39 184 2200 377 683
1,296 1212 2 4336 896 2 4337 330 74 36 304 189 391
1,1245 1918 811 2609 729 2610 4338 16 394 4 1196 584 1826
1,412 1 2 94 921 1014 2184 4 39 123
1,1 234 751 353 1 98 1911 4 39 780 1 29 301 178 262 98 98 11
1,1 4339 4340 16 349 121 908 1652 256 247 39
1,1 466 80 46 113 2569 86 99 4 2611 302 7 4341 2 1694 390
1,61 1 338 7 2091 1 730 41 1202 793
1,1679 360 4 28 385 7 65 27 290 2 77 37 123 62 6
1,4 211 847 411 1817 1
1,297 11 4342 1082 2079 623 512
1,1 153 538 353 347 17 433 127 2 1905 808 153 17 745 17 494
1,50 48 4343 17 4344 141 308 769 1 4345 117 210 99 2612
1,921 10 1529 41 10 654
1,1 617 4346 3 4347 2254 1338 4348 119 894 2 1 8 2613 1321 2 633 1140 2 4349 3
1,2614 7 10 4 84 679 247 12 16 354 2615 4350 1623 4351 3
0,381 2 1 3
0,197 4352 1487 3
0,1071 4353 16 2 129 101 510 4354 945 15
0,511 7 1 234 289 118 51 75 4
0,1846 2405 15 1390 51 133 1053 4355 2541 2540 9 11 123 391
1,4 39 113 456 301 86 129 101 4356
1,1 2616 17 4357 1919 2617 2618 2 149 4358 4359 119 318 282 775 2 48 31
1,1 976 7 1530 1264 1920 8 498 387 532 4360
1,50 48 9 336 1047 1919 2617 2 1603 1616 2 119 1 19 278 4361 1143 4362 4363
1,5 227 79 270 165 2 1706 9 4364 371
0,1 4365 47 1921 547 1184 1290 1291 833 968
0,285 100 2 197 245 1589 1170 126 3
0,1922 4366 31 4 1922 893
0,72 929 73 399 242 4367 3 242 551 8 1817 3
0,1046 704 4368 4 2528 106 1265 21
0,50 48 9 731 1047 4369 7 22 4370 916 2065 20
0,10 11 1527 468 676 1527 12
0,786 4 39 909 602 974 17 1787 1293 2 487 184 824 3
0,1 4371 1051 1 32 4372 2221 35 27 24 32 557 951
0,352 543 4373 1491 4374 808 137 128
0,2619 2 790 47 67
0,1 7 1109 4375 77 787 79 93 127 18 11 19
0,1 366 4376 2620
0,129 101 1478 563 4377 4378 2621 4379 872 2622 684 1474
0,700 153 181 5 33 2623 4 111
0,5 40 1266 653 76 11 300 2624 870 1267 593 121 1045 3
0,1268 4 39 249 221 301 260 2 1060 301 2113
0,4380 4381 2625 61 2 1339 231 4382 2475 80 507 716
0,305 217 2243 128 298 4 28
0,1 1243 32 605 2626 2 907 4383 4384
0,9 4385 1598 603 294 70 2418 6
0,1923 280 1759 1 1187 51 45 66 693 11 280 309 4386 386
0,4387 2154 276 474 95 1 113 3 2 50 48 67
0,1 29 800 813 142 1269 1218 69 186 3 381 2 1 3
0,30 794 2627 670 208 69 186
1,5 33 74 4388 475 104 41 97 37
1,4 14 7 861 619 1863 1924 161 2 120 122 925 2 1 59 178 103 66 630 2
1,50 48 31 1 223 16 449 1008 16 643 2 4389 4390
1,1029 250 1 29 135 137
1,5 33 563 373 1173 1925 4 14 164 56
0,1149 183 7 1 273 4391 120 122 182 1 4392 3
0,674 2 1 26 609 4393
0,91 1 80 190 477 4394 1520 34 129 101 1439 656 1822 310 51 10 1926 1471 578 71 3
0,1 19 15
0,1 802 113 96 248 113 458
0,103 66 730 454 361 680 22 668 18 20
0,580 1927 71 307 1 113
0,26 1 312 1199 4 14 2628 4395 6 64 4396 4397 625 744 3
0,1531 485 303 43 4398 4 39 4 14 42 77 1222
0,655 138 4 42 1 26 4399 3
0,190 4 14 100 2 4400 4401 3
0,103 66 64 334 118 1030 2460 269 21
0,4 14 761 630 24 4402 934 134 145 119 579 163 4403 559 1234 3
0,1 212 1532 103 66 22 2629 20 1451
0,5 79 1786 44 265
1,237 633 4404 1 106 52 4405 4406 16 881
1,103 66 93 4407 942 395 4408 1664
1,1373 1221 4 14 1928
1,1 26 302 2630 4 14 570 71 576 49
1,21 12 209 625 83
0,1 32 4409 1235 170
0,5 33 82 471
0,5 33 9 631 136 1882 25 822 1161 54 23
0,109 7 10 53 82 19 1762 95 46
0,4 39 2 1 9 4410 4411 4412 10 1863 1929 4413 209 161 350 2 143 117 210 99 210 99 781
0,1 54 5 33 15
0,53 39
0,70 8 883 1 876 180 167 45 787 1001 4 81 2 28 39
0,1018 1912 4414 4415
0,4 39 14 44 4416 120 122 2 895 1908 419 118
0,8 1371 5 33 1024 696 107 197 415 11 88 126 312 2458 25 383 24 117 4417 99 127 117 210 99 11 19 23 3
0,381 1 2 1002 77 163 134 4418 316 1930 1788
0,35 27 2 33 4419 290 70 1395
0,1 379 11 19 649 693 819 2631
0,106 33 276 2 22 245 328 242 283 996 263 20
0,1 154 57 4420 4421 248 4422 2114 2632
